Plant_ID,Production_Date,Shift,Planned_Units,Units_Produced,Defective_Units,Defect_Type,Supplier_ID,Raw_Material,Lead_Time_Days,Downtime_Minutes,Downtime_Reason,Inventory_Level,Reorder_Level,Production_Cost_Per_Unit,Delivery_Delay_Days,Defect_Rate,Production_Efficiency,Inventory_Status
R_Chakan,09-08-2024,C,241,236,15,Assembly,ZF,Gearbox,9,68,Maintenance,304,549,56102.08,5,6.36,97.93,Below Reorder
R_Pune,02-07-2024,A,229,199,4,Welding,ZF,Body_Parts,14,118,Power_Failure,332,391,46315.09,0,2.01,86.9,Below Reorder
R_Pune,21-02-2024,A,192,157,15,Electrical,Mahindra_Suppliers,Body_Parts,13,84,Material_Shortage,498,389,61999.86,3,9.55,81.77,Optimal
R_Pune,12-09-2024,C,199,162,3,Electrical,Bosch,Engine_Parts,13,105,Machine_Failure,461,591,65822.9,5,1.85,81.41,Below Reorder
R_Chakan,17-02-2024,C,244,243,15,No Defect,Mahindra_Suppliers,Gearbox,10,95,Machine_Failure,800,452,55522.48,3,6.17,99.59,Optimal
R_Aurangabad,03-03-2024,B,251,222,8,Welding,Bosch,Gearbox,3,75,Maintenance,209,525,61463.46,5,3.6,88.45,Below Reorder
R_Pune,23-10-2024,C,180,178,6,Welding,Bosch,Engine_Parts,7,171,Power_Failure,779,418,70919.84,2,3.37,98.89,Optimal
R_Aurangabad,17-01-2024,A,185,153,9,No Defect,Continental,Body_Parts,10,134,Maintenance,688,587,61219.22,3,5.88,82.7,Optimal
R_Chakan,02-09-2024,A,253,216,4,Assembly,ZF,Electronics,4,82,Power_Failure,948,437,73616.37,3,1.85,85.38,Optimal
R_Chakan,09-03-2024,B,192,188,6,Welding,Bosch,Body_Parts,10,154,Machine_Failure,687,483,76997.63,2,3.19,97.92,Optimal
R_Aurangabad,06-01-2024,A,229,194,9,Electrical,Bosch,Body_Parts,14,79,Material_Shortage,410,465,55573.96,0,4.64,84.72,Below Reorder
R_Pune,03-10-2024,A,184,172,15,No Defect,Bosch,Gearbox,8,159,Power_Failure,414,427,54571.53,4,8.72,93.48,Below Reorder
R_Aurangabad,07-07-2024,B,257,229,10,Welding,Valeo,Body_Parts,7,6,Material_Shortage,873,391,51248.54,4,4.37,89.11,Optimal
R_Aurangabad,26-03-2024,B,212,185,2,Electrical,Bosch,Electronics,3,149,Material_Shortage,683,428,67472.27,0,1.08,87.26,Optimal
R_Chakan,10-01-2024,B,210,193,1,No Defect,Continental,Electronics,12,137,Material_Shortage,547,536,66922.55,5,0.52,91.9,Optimal
R_Chakan,11-02-2024,A,186,148,6,Painting,Mahindra_Suppliers,Electronics,10,95,Power_Failure,426,422,53637.42,0,4.05,79.57,Optimal
R_Pune,01-07-2024,B,191,155,8,Electrical,Continental,Gearbox,11,102,Maintenance,770,589,46855.83,1,5.16,81.15,Optimal
R_Pune,28-07-2024,B,186,150,15,Electrical,Bosch,Body_Parts,7,142,Maintenance,774,529,53959.19,0,10.0,80.65,Optimal
R_Pune,01-04-2024,C,249,221,4,No Defect,Mahindra_Suppliers,Body_Parts,7,166,Maintenance,262,502,54769.92,0,1.81,88.76,Below Reorder
R_Chakan,06-09-2024,C,190,172,5,No Defect,Mahindra_Suppliers,Gearbox,4,29,Power_Failure,724,460,59967.91,5,2.91,90.53,Optimal
R_Pune,14-09-2024,C,195,169,10,Welding,Continental,Gearbox,4,92,Machine_Failure,811,456,47522.1,3,5.92,86.67,Optimal
R_Pune,24-01-2024,C,188,173,1,Painting,Mahindra_Suppliers,Gearbox,11,52,Power_Failure,444,457,70970.9,4,0.58,92.02,Below Reorder
R_Pune,09-03-2024,C,239,235,5,Painting,Bosch,Body_Parts,14,172,Material_Shortage,660,600,60223.51,3,2.13,98.33,Optimal
R_Chakan,19-08-2024,A,258,230,5,Assembly,Mahindra_Suppliers,Body_Parts,7,159,Maintenance,519,564,76906.77,5,2.17,89.15,Below Reorder
R_Aurangabad,06-01-2024,A,218,210,5,Welding,Valeo,Gearbox,7,88,Material_Shortage,915,324,63324.18,5,2.38,96.33,Optimal
R_Pune,21-01-2024,A,200,195,10,Electrical,Continental,Gearbox,7,9,Maintenance,835,382,75536.18,2,5.13,97.5,Optimal
R_Chakan,08-05-2024,B,185,159,5,No Defect,ZF,Electronics,10,99,Maintenance,1052,495,65018.21,5,3.14,85.95,Optimal
R_Aurangabad,30-09-2024,A,223,218,12,Welding,Valeo,Electronics,8,146,Power_Failure,794,306,60891.99,3,5.5,97.76,Optimal
R_Pune,13-08-2024,C,213,181,1,Painting,Valeo,Engine_Parts,12,73,Maintenance,1172,531,63387.15,0,0.55,84.98,Optimal
R_Pune,26-07-2024,B,183,180,6,Electrical,Bosch,Gearbox,7,102,Machine_Failure,982,416,51208.09,3,3.33,98.36,Optimal
R_Chakan,04-09-2024,C,206,176,2,Painting,Mahindra_Suppliers,Electronics,14,159,Maintenance,489,316,75948.5,0,1.14,85.44,Optimal
R_Chakan,25-07-2024,A,254,242,14,No Defect,Bosch,Body_Parts,15,106,Power_Failure,651,466,45471.28,0,5.79,95.28,Optimal
R_Chakan,01-10-2024,C,239,211,11,No Defect,Continental,Body_Parts,6,138,Material_Shortage,1130,468,63932.98,5,5.21,88.28,Optimal
R_Pune,26-10-2024,A,199,162,13,Electrical,Valeo,Body_Parts,6,118,Machine_Failure,275,463,78874.03,0,8.02,81.41,Below Reorder
R_Chakan,12-04-2024,C,185,160,10,Painting,ZF,Gearbox,2,129,Material_Shortage,465,344,65527.32,3,6.25,86.49,Optimal
R_Chakan,04-07-2024,C,229,227,8,Electrical,Continental,Body_Parts,3,23,Machine_Failure,993,366,53937.13,0,3.52,99.13,Optimal
R_Aurangabad,30-04-2024,B,202,173,3,No Defect,Valeo,Body_Parts,13,81,Power_Failure,1094,550,45629.08,5,1.73,85.64,Optimal
R_Pune,20-10-2024,A,208,178,13,Welding,Continental,Gearbox,7,177,Material_Shortage,1181,456,74734.05,2,7.3,85.58,Optimal
R_Chakan,28-03-2024,B,239,220,8,No Defect,ZF,Body_Parts,7,120,Maintenance,830,479,76507.56,0,3.64,92.05,Optimal
R_Pune,13-07-2024,A,219,201,4,Assembly,Mahindra_Suppliers,Gearbox,4,118,Machine_Failure,682,492,49802.03,0,1.99,91.78,Optimal
R_Aurangabad,17-05-2024,C,201,188,11,Electrical,Bosch,Gearbox,3,110,Machine_Failure,1138,478,58442.85,5,5.85,93.53,Optimal
R_Chakan,08-01-2024,C,258,241,13,Assembly,Continental,Gearbox,11,22,Power_Failure,959,383,65650.62,3,5.39,93.41,Optimal
R_Aurangabad,21-03-2024,B,199,168,15,Painting,ZF,Electronics,12,137,Machine_Failure,852,490,45295.3,1,8.93,84.42,Optimal
R_Pune,01-03-2024,A,249,234,0,No Defect,Continental,Engine_Parts,10,127,Material_Shortage,549,371,58458.85,2,0.0,93.98,Optimal
R_Aurangabad,28-02-2024,C,222,191,2,Painting,Mahindra_Suppliers,Gearbox,9,41,Power_Failure,887,464,60329.69,1,1.05,86.04,Optimal
R_Pune,22-05-2024,B,182,155,5,No Defect,Bosch,Gearbox,6,10,Machine_Failure,234,315,77274.42,2,3.23,85.16,Below Reorder
R_Pune,05-01-2024,C,258,221,7,Welding,Mahindra_Suppliers,Body_Parts,4,97,Power_Failure,541,446,76700.26,1,3.17,85.66,Optimal
R_Chakan,16-06-2024,B,232,227,1,No Defect,Valeo,Engine_Parts,4,19,Maintenance,403,529,59955.99,2,0.44,97.84,Below Reorder
R_Chakan,11-08-2024,C,197,160,5,Electrical,Mahindra_Suppliers,Body_Parts,11,8,Material_Shortage,243,566,47032.7,5,3.12,81.22,Below Reorder
R_Aurangabad,10-08-2024,B,236,214,7,Welding,Valeo,Electronics,12,76,Material_Shortage,784,341,47758.38,2,3.27,90.68,Optimal
R_Chakan,10-02-2024,C,238,198,8,Painting,Bosch,Gearbox,7,29,Maintenance,480,500,55921.3,5,4.04,83.19,Below Reorder
R_Aurangabad,08-02-2024,A,250,221,0,Electrical,Mahindra_Suppliers,Gearbox,6,1,Machine_Failure,665,358,56133.94,5,0.0,88.4,Optimal
R_Chakan,15-05-2024,C,231,197,15,No Defect,ZF,Gearbox,13,157,Power_Failure,317,562,59447.89,0,7.61,85.28,Below Reorder
R_Aurangabad,29-09-2024,C,209,176,13,No Defect,ZF,Engine_Parts,8,161,Power_Failure,449,430,78714.85,2,7.39,84.21,Optimal
R_Chakan,15-08-2024,B,232,228,1,Electrical,ZF,Body_Parts,8,79,Material_Shortage,1048,325,67616.62,2,0.44,98.28,Optimal
R_Aurangabad,13-07-2024,B,245,220,0,No Defect,Bosch,Engine_Parts,11,160,Maintenance,999,477,73917.49,2,0.0,89.8,Optimal
R_Chakan,05-08-2024,C,255,223,12,Electrical,Continental,Body_Parts,12,75,Machine_Failure,833,454,53297.76,1,5.38,87.45,Optimal
R_Aurangabad,26-10-2024,A,250,239,12,Welding,ZF,Body_Parts,14,166,Maintenance,314,306,78282.67,4,5.02,95.6,Optimal
R_Chakan,21-07-2024,C,260,243,14,Electrical,Mahindra_Suppliers,Electronics,4,121,Power_Failure,1190,568,59624.85,2,5.76,93.46,Optimal
R_Pune,01-07-2024,B,214,204,6,Painting,Continental,Electronics,15,165,Power_Failure,727,560,57628.83,4,2.94,95.33,Optimal
R_Aurangabad,11-02-2024,B,232,196,4,Electrical,Bosch,Gearbox,14,135,Machine_Failure,481,593,56711.08,1,2.04,84.48,Below Reorder
R_Aurangabad,19-05-2024,C,240,221,13,Painting,ZF,Engine_Parts,5,41,Material_Shortage,450,573,73904.02,0,5.88,92.08,Below Reorder
R_Chakan,08-04-2024,B,219,219,15,Welding,Valeo,Electronics,2,46,Machine_Failure,1143,429,59149.94,1,6.85,100.0,Optimal
R_Pune,05-03-2024,C,212,190,13,Assembly,Valeo,Body_Parts,8,168,Machine_Failure,641,469,58771.12,4,6.84,89.62,Optimal
R_Chakan,29-04-2024,A,196,176,6,No Defect,ZF,Electronics,7,36,Maintenance,717,584,51308.36,3,3.41,89.8,Optimal
R_Chakan,09-04-2024,B,227,214,4,Assembly,Continental,Electronics,9,23,Material_Shortage,1150,332,46610.33,0,1.87,94.27,Optimal
R_Pune,08-05-2024,A,194,156,6,Welding,Continental,Body_Parts,11,115,Power_Failure,1180,522,49358.23,2,3.85,80.41,Optimal
R_Pune,14-07-2024,A,189,169,14,Welding,ZF,Gearbox,10,31,Material_Shortage,410,571,56451.44,1,8.28,89.42,Below Reorder
R_Chakan,31-08-2024,C,234,201,6,Welding,ZF,Gearbox,2,22,Material_Shortage,975,497,75999.2,5,2.99,85.9,Optimal
R_Chakan,11-01-2024,A,224,214,4,Painting,Valeo,Body_Parts,10,60,Power_Failure,491,383,61501.89,3,1.87,95.54,Optimal
R_Chakan,04-04-2024,B,233,230,4,Painting,Valeo,Engine_Parts,13,88,Maintenance,654,527,58859.98,3,1.74,98.71,Optimal
R_Aurangabad,04-06-2024,B,188,168,10,Welding,Continental,Engine_Parts,11,19,Machine_Failure,1138,486,62635.81,3,5.95,89.36,Optimal
R_Chakan,24-06-2024,C,233,214,1,Electrical,Continental,Gearbox,10,173,Material_Shortage,1136,346,49117.06,2,0.47,91.85,Optimal
R_Chakan,15-10-2024,B,246,246,12,Welding,Valeo,Electronics,2,149,Machine_Failure,706,535,79336.99,4,4.88,100.0,Optimal
R_Aurangabad,07-05-2024,C,230,217,15,Assembly,Bosch,Engine_Parts,3,125,Material_Shortage,383,499,56649.94,0,6.91,94.35,Below Reorder
R_Aurangabad,12-04-2024,B,193,179,2,Painting,Valeo,Gearbox,12,79,Power_Failure,272,410,75986.31,3,1.12,92.75,Below Reorder
R_Chakan,21-02-2024,B,220,212,9,No Defect,Valeo,Gearbox,2,29,Maintenance,601,452,54957.28,2,4.25,96.36,Optimal
R_Chakan,20-09-2024,B,227,220,9,No Defect,Continental,Electronics,7,135,Machine_Failure,554,571,76003.08,5,4.09,96.92,Below Reorder
R_Aurangabad,14-02-2024,A,195,159,12,Welding,Continental,Engine_Parts,2,133,Maintenance,1042,437,79137.08,3,7.55,81.54,Optimal
R_Chakan,08-06-2024,B,240,232,1,Electrical,ZF,Engine_Parts,5,12,Material_Shortage,782,469,70335.63,5,0.43,96.67,Optimal
R_Chakan,20-10-2024,B,239,214,15,Painting,Mahindra_Suppliers,Body_Parts,12,38,Maintenance,1119,597,48901.53,5,7.01,89.54,Optimal
R_Pune,25-04-2024,C,190,152,11,Painting,Valeo,Gearbox,11,27,Power_Failure,813,524,61832.56,2,7.24,80.0,Optimal
R_Aurangabad,12-04-2024,B,239,238,11,Electrical,Continental,Gearbox,6,149,Maintenance,805,508,76243.72,3,4.62,99.58,Optimal
R_Chakan,22-02-2024,B,253,247,3,Welding,ZF,Engine_Parts,4,119,Material_Shortage,717,513,46840.49,5,1.21,97.63,Optimal
R_Chakan,09-01-2024,A,202,200,13,Welding,Valeo,Electronics,6,73,Maintenance,729,484,46228.36,4,6.5,99.01,Optimal
R_Aurangabad,16-01-2024,A,201,164,14,Assembly,ZF,Gearbox,2,170,Power_Failure,784,317,66622.64,3,8.54,81.59,Optimal
R_Aurangabad,07-07-2024,C,242,231,3,Welding,Bosch,Gearbox,15,179,Material_Shortage,854,362,66161.68,0,1.3,95.45,Optimal
R_Pune,04-02-2024,B,181,168,3,No Defect,Bosch,Body_Parts,14,13,Machine_Failure,304,566,62895.85,1,1.79,92.82,Below Reorder
R_Aurangabad,02-07-2024,C,241,217,13,Painting,Bosch,Gearbox,11,170,Power_Failure,585,310,45432.56,5,5.99,90.04,Optimal
R_Chakan,23-03-2024,C,190,175,5,Welding,Valeo,Engine_Parts,3,13,Machine_Failure,415,518,71259.9,0,2.86,92.11,Below Reorder
R_Chakan,08-03-2024,C,240,231,15,Welding,Bosch,Electronics,3,63,Maintenance,393,324,77273.31,3,6.49,96.25,Optimal
R_Aurangabad,13-03-2024,B,243,235,10,Painting,Continental,Engine_Parts,10,6,Power_Failure,875,425,69557.09,4,4.26,96.71,Optimal
R_Pune,30-08-2024,A,210,196,12,Painting,Valeo,Gearbox,7,107,Machine_Failure,1058,427,53640.77,2,6.12,93.33,Optimal
R_Chakan,06-06-2024,A,253,221,2,Painting,Valeo,Engine_Parts,7,131,Power_Failure,609,530,55896.48,2,0.9,87.35,Optimal
R_Chakan,03-07-2024,B,185,172,15,Electrical,Bosch,Electronics,12,156,Machine_Failure,273,332,51873.04,1,8.72,92.97,Below Reorder
R_Chakan,19-02-2024,A,217,201,7,Welding,Bosch,Gearbox,4,82,Maintenance,652,387,66576.86,5,3.48,92.63,Optimal
R_Aurangabad,03-10-2024,A,198,181,9,Assembly,Continental,Gearbox,7,68,Maintenance,418,328,78917.07,2,4.97,91.41,Optimal
R_Aurangabad,29-02-2024,A,236,210,9,No Defect,Continental,Engine_Parts,6,80,Power_Failure,494,553,52888.12,3,4.29,88.98,Below Reorder
R_Chakan,23-07-2024,C,185,174,9,Electrical,Valeo,Electronics,6,67,Material_Shortage,869,485,52195.96,4,5.17,94.05,Optimal
R_Chakan,21-10-2024,A,182,154,0,Painting,Mahindra_Suppliers,Gearbox,13,166,Machine_Failure,1039,510,69479.93,0,0.0,84.62,Optimal
R_Chakan,28-04-2024,C,217,205,10,Assembly,Bosch,Engine_Parts,3,163,Machine_Failure,370,452,69076.16,0,4.88,94.47,Below Reorder
R_Pune,16-01-2024,C,250,244,10,Electrical,Valeo,Gearbox,6,83,Power_Failure,686,329,49486.62,5,4.1,97.6,Optimal
R_Aurangabad,27-08-2024,B,241,207,4,Painting,Continental,Body_Parts,7,86,Material_Shortage,247,440,60770.49,5,1.93,85.89,Below Reorder
R_Aurangabad,26-04-2024,C,234,203,8,Assembly,Continental,Body_Parts,10,2,Machine_Failure,630,504,73763.55,3,3.94,86.75,Optimal
R_Aurangabad,14-07-2024,A,249,226,7,Assembly,Bosch,Body_Parts,12,155,Material_Shortage,610,498,55280.72,0,3.1,90.76,Optimal
R_Chakan,01-09-2024,A,200,186,0,Electrical,ZF,Body_Parts,15,147,Maintenance,1186,341,67420.92,4,0.0,93.0,Optimal
R_Pune,29-09-2024,B,221,205,8,Assembly,Mahindra_Suppliers,Engine_Parts,5,170,Material_Shortage,325,375,50164.16,3,3.9,92.76,Below Reorder
R_Aurangabad,21-02-2024,C,192,164,3,Welding,Mahindra_Suppliers,Electronics,12,46,Maintenance,959,354,49999.88,5,1.83,85.42,Optimal
R_Pune,03-09-2024,A,187,180,15,Electrical,Valeo,Engine_Parts,8,178,Maintenance,375,459,50852.19,5,8.33,96.26,Below Reorder
R_Chakan,14-08-2024,C,217,197,8,Welding,Continental,Engine_Parts,9,170,Material_Shortage,1079,378,45057.09,1,4.06,90.78,Optimal
R_Aurangabad,26-09-2024,C,197,195,12,Welding,Mahindra_Suppliers,Engine_Parts,10,66,Maintenance,612,377,58484.09,0,6.15,98.98,Optimal
R_Chakan,03-02-2024,A,208,187,13,Painting,ZF,Gearbox,5,158,Material_Shortage,920,428,59205.18,3,6.95,89.9,Optimal
R_Pune,22-03-2024,C,180,167,0,No Defect,Bosch,Body_Parts,3,50,Maintenance,619,424,46971.94,0,0.0,92.78,Optimal
R_Chakan,17-02-2024,B,186,156,13,No Defect,ZF,Engine_Parts,9,158,Material_Shortage,429,588,52922.95,5,8.33,83.87,Below Reorder
R_Aurangabad,02-09-2024,B,222,192,3,Welding,Bosch,Body_Parts,6,106,Machine_Failure,1043,389,53335.37,2,1.56,86.49,Optimal
R_Pune,11-02-2024,B,259,234,6,Electrical,Continental,Gearbox,10,91,Machine_Failure,677,463,72554.51,0,2.56,90.35,Optimal
R_Chakan,23-04-2024,A,198,198,13,Painting,Continental,Electronics,8,47,Power_Failure,408,600,50987.11,4,6.57,100.0,Below Reorder
R_Chakan,22-10-2024,A,214,183,12,Assembly,Mahindra_Suppliers,Engine_Parts,13,60,Maintenance,398,325,50353.36,2,6.56,85.51,Optimal
R_Chakan,01-03-2024,C,213,202,11,Welding,Continental,Body_Parts,8,144,Material_Shortage,529,337,59749.52,2,5.45,94.84,Optimal
R_Aurangabad,24-06-2024,C,199,179,3,Electrical,Continental,Body_Parts,9,134,Power_Failure,494,306,45532.27,5,1.68,89.95,Optimal
R_Pune,27-10-2024,A,215,200,0,Electrical,Valeo,Body_Parts,6,179,Machine_Failure,366,484,68722.59,5,0.0,93.02,Below Reorder
R_Chakan,23-01-2024,A,245,210,15,Painting,Bosch,Body_Parts,5,0,Maintenance,857,461,54908.51,1,7.14,85.71,Optimal
R_Pune,02-06-2024,B,238,199,10,Assembly,Bosch,Gearbox,15,54,Maintenance,1124,402,55629.97,4,5.03,83.61,Optimal
R_Pune,09-09-2024,A,227,193,10,Assembly,Valeo,Engine_Parts,5,176,Material_Shortage,672,302,73218.62,5,5.18,85.02,Optimal
R_Pune,04-03-2024,A,213,192,9,Painting,Valeo,Engine_Parts,8,88,Maintenance,672,551,65849.72,4,4.69,90.14,Optimal
R_Pune,18-05-2024,C,196,194,1,Assembly,ZF,Engine_Parts,3,64,Maintenance,1183,425,47261.62,4,0.52,98.98,Optimal
R_Aurangabad,14-09-2024,B,227,227,1,Welding,ZF,Body_Parts,5,4,Material_Shortage,887,559,73344.7,1,0.44,100.0,Optimal
R_Chakan,23-10-2024,B,214,199,8,Electrical,Valeo,Electronics,11,87,Power_Failure,586,527,50493.06,3,4.02,92.99,Optimal
R_Chakan,19-06-2024,B,243,235,6,Painting,Valeo,Electronics,8,72,Material_Shortage,1043,361,46400.8,3,2.55,96.71,Optimal
R_Pune,13-05-2024,B,182,165,13,Painting,Valeo,Gearbox,9,140,Maintenance,633,492,62843.46,2,7.88,90.66,Optimal
R_Chakan,04-01-2024,B,257,221,12,Electrical,Valeo,Engine_Parts,9,99,Material_Shortage,476,421,64505.29,4,5.43,85.99,Optimal
R_Pune,29-02-2024,C,250,232,11,Painting,Continental,Engine_Parts,13,83,Material_Shortage,522,553,70111.97,1,4.74,92.8,Below Reorder
R_Pune,16-02-2024,B,224,220,14,Assembly,ZF,Gearbox,14,146,Material_Shortage,600,445,56793.58,2,6.36,98.21,Optimal
R_Pune,23-06-2024,A,214,196,1,Electrical,Mahindra_Suppliers,Body_Parts,2,83,Power_Failure,575,567,45361.99,4,0.51,91.59,Optimal
R_Aurangabad,13-03-2024,A,214,201,1,No Defect,Valeo,Electronics,10,121,Maintenance,1081,594,55842.34,0,0.5,93.93,Optimal
R_Pune,03-07-2024,C,251,232,8,Assembly,Bosch,Gearbox,11,38,Maintenance,1019,405,46713.92,0,3.45,92.43,Optimal
R_Chakan,27-09-2024,C,254,240,4,Painting,Valeo,Gearbox,3,95,Maintenance,302,571,48459.49,1,1.67,94.49,Below Reorder
R_Aurangabad,07-01-2024,A,230,224,12,No Defect,Continental,Electronics,2,165,Maintenance,613,400,53818.04,2,5.36,97.39,Optimal
R_Aurangabad,21-10-2024,C,238,209,11,Welding,Mahindra_Suppliers,Engine_Parts,12,70,Maintenance,1030,505,50950.16,3,5.26,87.82,Optimal
R_Aurangabad,15-06-2024,B,189,182,7,Assembly,ZF,Electronics,9,56,Material_Shortage,561,367,49576.1,1,3.85,96.3,Optimal
R_Pune,11-05-2024,C,233,204,10,No Defect,Continental,Engine_Parts,8,159,Machine_Failure,835,503,72163.05,3,4.9,87.55,Optimal
R_Chakan,02-07-2024,A,184,180,11,No Defect,Valeo,Gearbox,9,67,Material_Shortage,881,382,74910.3,3,6.11,97.83,Optimal
R_Chakan,27-10-2024,A,214,208,14,Electrical,Bosch,Gearbox,8,130,Machine_Failure,1185,352,50930.94,3,6.73,97.2,Optimal
R_Pune,25-05-2024,B,222,184,4,Painting,Continental,Body_Parts,9,130,Power_Failure,438,384,58829.6,2,2.17,82.88,Optimal
R_Pune,11-02-2024,B,199,163,7,Assembly,Valeo,Electronics,13,84,Power_Failure,792,358,64798.78,0,4.29,81.91,Optimal
R_Chakan,23-08-2024,A,240,225,10,Electrical,Valeo,Gearbox,4,127,Machine_Failure,296,477,49116.99,3,4.44,93.75,Below Reorder
R_Chakan,21-06-2024,C,195,190,14,Painting,Valeo,Body_Parts,13,21,Material_Shortage,973,463,59544.34,4,7.37,97.44,Optimal
R_Chakan,19-01-2024,A,209,184,0,Assembly,Mahindra_Suppliers,Body_Parts,6,122,Machine_Failure,471,466,46841.22,2,0.0,88.04,Optimal
R_Chakan,06-09-2024,C,181,149,4,Electrical,Valeo,Electronics,2,49,Machine_Failure,295,457,48216.68,4,2.68,82.32,Below Reorder
R_Aurangabad,02-06-2024,C,183,150,15,Painting,Valeo,Engine_Parts,14,0,Material_Shortage,1070,382,46153.22,2,10.0,81.97,Optimal
R_Chakan,02-01-2024,A,195,173,4,Electrical,Continental,Electronics,14,117,Maintenance,907,504,53095.24,4,2.31,88.72,Optimal
R_Chakan,21-06-2024,A,253,218,9,Welding,Valeo,Body_Parts,15,122,Machine_Failure,266,464,47164.73,2,4.13,86.17,Below Reorder
R_Aurangabad,31-03-2024,B,207,190,8,Welding,Mahindra_Suppliers,Engine_Parts,14,86,Machine_Failure,560,350,65998.21,3,4.21,91.79,Optimal
R_Aurangabad,26-03-2024,A,227,220,8,Painting,Continental,Gearbox,15,4,Maintenance,649,437,55062.07,1,3.64,96.92,Optimal
R_Chakan,28-09-2024,C,214,177,6,Painting,Mahindra_Suppliers,Electronics,8,45,Power_Failure,690,579,77259.11,1,3.39,82.71,Optimal
R_Chakan,08-01-2024,C,217,200,8,No Defect,Mahindra_Suppliers,Body_Parts,11,176,Material_Shortage,212,355,70489.41,0,4.0,92.17,Below Reorder
R_Pune,09-10-2024,C,237,226,9,Painting,Bosch,Gearbox,13,29,Maintenance,493,320,72689.66,4,3.98,95.36,Optimal
R_Chakan,07-02-2024,C,222,214,8,Painting,Mahindra_Suppliers,Engine_Parts,9,33,Machine_Failure,262,440,60924.59,1,3.74,96.4,Below Reorder
R_Pune,04-01-2024,B,207,194,0,Welding,ZF,Body_Parts,9,16,Maintenance,1056,428,73025.09,0,0.0,93.72,Optimal
R_Aurangabad,19-10-2024,A,241,237,5,Electrical,Mahindra_Suppliers,Gearbox,14,11,Maintenance,412,488,76032.25,1,2.11,98.34,Below Reorder
R_Aurangabad,14-05-2024,C,205,204,2,No Defect,Continental,Electronics,7,134,Material_Shortage,581,394,45091.5,3,0.98,99.51,Optimal
R_Chakan,11-01-2024,A,235,215,10,Welding,Continental,Body_Parts,13,92,Power_Failure,719,460,75587.59,0,4.65,91.49,Optimal
R_Pune,02-02-2024,B,254,227,11,No Defect,ZF,Electronics,13,16,Maintenance,203,463,70745.32,4,4.85,89.37,Below Reorder
R_Chakan,15-07-2024,C,229,193,2,Assembly,Bosch,Engine_Parts,8,68,Material_Shortage,960,358,70512.01,0,1.04,84.28,Optimal
R_Chakan,19-06-2024,C,212,194,11,No Defect,Valeo,Gearbox,14,172,Machine_Failure,328,520,69249.64,1,5.67,91.51,Below Reorder
R_Chakan,29-02-2024,A,189,174,5,No Defect,Mahindra_Suppliers,Body_Parts,14,65,Material_Shortage,962,600,64193.7,1,2.87,92.06,Optimal
R_Pune,06-09-2024,B,212,178,15,Assembly,Valeo,Gearbox,8,110,Material_Shortage,446,585,63040.25,2,8.43,83.96,Below Reorder
R_Aurangabad,09-02-2024,B,203,172,3,Painting,Valeo,Electronics,5,151,Power_Failure,954,439,55012.49,3,1.74,84.73,Optimal
R_Aurangabad,03-01-2024,C,210,197,4,Welding,Continental,Engine_Parts,4,0,Power_Failure,760,450,58429.51,3,2.03,93.81,Optimal
R_Pune,09-05-2024,A,199,184,15,Assembly,Mahindra_Suppliers,Engine_Parts,2,93,Machine_Failure,704,337,63863.33,4,8.15,92.46,Optimal
R_Aurangabad,03-09-2024,C,208,200,2,Assembly,ZF,Engine_Parts,14,52,Maintenance,746,594,61219.83,0,1.0,96.15,Optimal
R_Aurangabad,21-03-2024,A,229,197,15,Assembly,Bosch,Body_Parts,9,56,Material_Shortage,1005,367,66580.6,5,7.61,86.03,Optimal
R_Pune,12-03-2024,C,234,223,5,Assembly,Bosch,Engine_Parts,14,135,Machine_Failure,907,415,48332.66,5,2.24,95.3,Optimal
R_Chakan,11-10-2024,C,202,188,3,No Defect,Mahindra_Suppliers,Engine_Parts,15,109,Material_Shortage,808,414,70486.62,2,1.6,93.07,Optimal
R_Pune,29-09-2024,A,259,243,13,Electrical,ZF,Gearbox,5,150,Machine_Failure,748,544,51951.72,2,5.35,93.82,Optimal
R_Pune,07-04-2024,A,195,180,13,No Defect,Bosch,Gearbox,6,22,Material_Shortage,670,575,58392.82,5,7.22,92.31,Optimal
R_Chakan,09-09-2024,B,221,216,1,Painting,ZF,Gearbox,12,7,Maintenance,1015,439,50394.49,2,0.46,97.74,Optimal
R_Aurangabad,08-05-2024,C,240,230,13,Assembly,Mahindra_Suppliers,Electronics,7,138,Power_Failure,829,549,67349.67,0,5.65,95.83,Optimal
R_Pune,20-09-2024,C,214,207,4,No Defect,Mahindra_Suppliers,Body_Parts,9,24,Power_Failure,413,509,78955.87,5,1.93,96.73,Below Reorder
R_Chakan,24-04-2024,A,217,178,5,Welding,Bosch,Engine_Parts,3,70,Material_Shortage,739,396,49500.98,1,2.81,82.03,Optimal
R_Pune,06-10-2024,B,250,214,6,Welding,ZF,Engine_Parts,3,30,Material_Shortage,304,570,78919.96,5,2.8,85.6,Below Reorder
R_Aurangabad,06-08-2024,C,222,208,11,Painting,Valeo,Engine_Parts,14,134,Material_Shortage,703,410,50089.81,4,5.29,93.69,Optimal
R_Aurangabad,08-01-2024,C,190,159,4,Painting,Valeo,Engine_Parts,9,10,Maintenance,680,466,66040.45,4,2.52,83.68,Optimal
R_Chakan,25-09-2024,C,181,174,11,Painting,Mahindra_Suppliers,Body_Parts,10,5,Machine_Failure,300,450,79420.73,0,6.32,96.13,Below Reorder
